description,title,notified_document,hs4,year,month,notif_count,exposure_w
"1 August 2023 - 88 FR (Federal Register) 50056, 49 CFR (Code of Federal Regulations) Part 192 and 195https://www.govinfo.gov/content/pkg/FR-2023-08-01/html/2023-15904.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2023-08-01/pdf/2023-15904.pdfAGENCY: Pipeline and Hazardous Materials Safety Administration (PHMSA), Department of Transportation (DOT).ACTION: Correcting amendments.SUMMARY: PHMSA is issuing editorial and technical corrections clarifying the regulations promulgated in its 8 April 2022, final rule titled ""Pipeline Safety: Requirement of Valve Installation and Minimum Rupture Detection Standards” for certain gas, hazardous liquid, and carbon dioxide pipelines (notified in G/TBT/N/USA/1576/Add.1). The final rule also codifies the results of judicial review of that final rule.DATES: These corrections are effective as of 1 August 2023.These correcting amendments to the 8 April 2022 final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/1576 are identified by Docket Number PHMSA-2013-0255. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/PHMSA-2013-0255/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Pipeline Safety: Valve Installation and Minimum Rupture Detection Standards: Technical Corrections,https://members.wto.org/crnattachments/2023/TBT/USA/23_11441_00_e.pdf,9005,2023,8,1,0.18373966331917874
"1 August 2023 - 88 FR (Federal Register) 50056, 49 CFR (Code of Federal Regulations) Part 192 and 195https://www.govinfo.gov/content/pkg/FR-2023-08-01/html/2023-15904.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2023-08-01/pdf/2023-15904.pdfAGENCY: Pipeline and Hazardous Materials Safety Administration (PHMSA), Department of Transportation (DOT).ACTION: Correcting amendments.SUMMARY: PHMSA is issuing editorial and technical corrections clarifying the regulations promulgated in its 8 April 2022, final rule titled ""Pipeline Safety: Requirement of Valve Installation and Minimum Rupture Detection Standards” for certain gas, hazardous liquid, and carbon dioxide pipelines (notified in G/TBT/N/USA/1576/Add.1). The final rule also codifies the results of judicial review of that final rule.DATES: These corrections are effective as of 1 August 2023.These correcting amendments to the 8 April 2022 final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/1576 are identified by Docket Number PHMSA-2013-0255. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/PHMSA-2013-0255/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Pipeline Safety: Valve Installation and Minimum Rupture Detection Standards: Technical Corrections,https://members.wto.org/crnattachments/2023/TBT/USA/23_11441_00_e.pdf,9030,2023,8,1,0.3724543615696042
"2019 Sunset Review and substance renewals - This document announces the renewal of substance exemptions as listed on the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations. This document reflects the outcome of the 2019 sunset review process and addresses recommendations submitted to the Secretary of Agriculture (Secretary), through the USDA's Agricultural Marketing Service (AMS), by the National Organic Standards Board (NOSB).",National Organic Program: USDA Organic Regulations,https://members.wto.org/crnattachments/2019/TBT/USA/19_5593_00_e.pdf,0101,2019,10,1,0.1738105933712975
"2019 Sunset Review and substance renewals - This document announces the renewal of substance exemptions as listed on the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations. This document reflects the outcome of the 2019 sunset review process and addresses recommendations submitted to the Secretary of Agriculture (Secretary), through the USDA's Agricultural Marketing Service (AMS), by the National Organic Standards Board (NOSB).",National Organic Program: USDA Organic Regulations,https://members.wto.org/crnattachments/2019/TBT/USA/19_5593_00_e.pdf,0102,2019,10,1,0.21870455523794072
"2019 Sunset Review and substance renewals - This document announces the renewal of substance exemptions as listed on the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations. This document reflects the outcome of the 2019 sunset review process and addresses recommendations submitted to the Secretary of Agriculture (Secretary), through the USDA's Agricultural Marketing Service (AMS), by the National Organic Standards Board (NOSB).",National Organic Program: USDA Organic Regulations,https://members.wto.org/crnattachments/2019/TBT/USA/19_5593_00_e.pdf,0103,2019,10,1,0.15951368466889346
"2019 Sunset Review and substance renewals - This document announces the renewal of substance exemptions as listed on the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations. This document reflects the outcome of the 2019 sunset review process and addresses recommendations submitted to the Secretary of Agriculture (Secretary), through the USDA's Agricultural Marketing Service (AMS), by the National Organic Standards Board (NOSB).",National Organic Program: USDA Organic Regulations,https://members.wto.org/crnattachments/2019/TBT/USA/19_5593_00_e.pdf,0206,2019,10,1,0.1499334143527665
"2019 Sunset Review and substance renewals - This document announces the renewal of substance exemptions as listed on the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations. This document reflects the outcome of the 2019 sunset review process and addresses recommendations submitted to the Secretary of Agriculture (Secretary), through the USDA's Agricultural Marketing Service (AMS), by the National Organic Standards Board (NOSB).",National Organic Program: USDA Organic Regulations,https://members.wto.org/crnattachments/2019/TBT/USA/19_5593_00_e.pdf,1502,2019,10,1,0.1392362177596014
"2019 Sunset Review and substance renewals - This document announces the renewal of substance exemptions as listed on the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations. This document reflects the outcome of the 2019 sunset review process and addresses recommendations submitted to the Secretary of Agriculture (Secretary), through the USDA's Agricultural Marketing Service (AMS), by the National Organic Standards Board (NOSB).",National Organic Program: USDA Organic Regulations,https://members.wto.org/crnattachments/2019/TBT/USA/19_5593_00_e.pdf,1601,2019,10,1,1.0
"2019 Sunset Review and substance renewals - This document announces the renewal of substance exemptions as listed on the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations. This document reflects the outcome of the 2019 sunset review process and addresses recommendations submitted to the Secretary of Agriculture (Secretary), through the USDA's Agricultural Marketing Service (AMS), by the National Organic Standards Board (NOSB).",National Organic Program: USDA Organic Regulations,https://members.wto.org/crnattachments/2019/TBT/USA/19_5593_00_e.pdf,2309,2019,10,1,1.0
"2019 Sunset Review and substance renewals - This document announces the renewal of substance exemptions as listed on the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations. This document reflects the outcome of the 2019 sunset review process and addresses recommendations submitted to the Secretary of Agriculture (Secretary), through the USDA's Agricultural Marketing Service (AMS), by the National Organic Standards Board (NOSB).",National Organic Program: USDA Organic Regulations,https://members.wto.org/crnattachments/2019/TBT/USA/19_5593_00_e.pdf,3002,2019,10,1,0.15880153460950044
"2020 sunset review and substance renewals - This document announces the renewal of substances listed on the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations. This document reflects the outcome of the 2020 sunset review process and addresses recommendations submitted to the Secretary of Agriculture (Secretary), through the USDA's Agricultural Marketing Service (AMS), by the National Organic Standards Board (NOSB).",National Organic Program: USDA Organic Regulations,https://members.wto.org/crnattachments/2020/TBT/USA/20_3122_00_e.pdf,1601,2020,5,1,1.0
"2020 sunset review and substance renewals - This document announces the renewal of substances listed on the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations. This document reflects the outcome of the 2020 sunset review process and addresses recommendations submitted to the Secretary of Agriculture (Secretary), through the USDA's Agricultural Marketing Service (AMS), by the National Organic Standards Board (NOSB).",National Organic Program: USDA Organic Regulations,https://members.wto.org/crnattachments/2020/TBT/USA/20_3122_00_e.pdf,2309,2020,5,1,1.0
"2021 and 2022 sunset review and renewals - This document announces the renewal of substances listed on the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations. This document reflects the outcome of the 2021 and 2022 sunset review processes and addresses recommendations submitted to the Secretary of Agriculture (Secretary), through the USDA's Agricultural Marketing Service (AMS), by the National Organic Standards Board (NOSB).",National Organic Program: 2021 and 2022 Sunset Review and Substance Renewals,https://members.wto.org/crnattachments/2021/TBT/USA/21_5044_00_e.pdf,0101,2021,8,1,0.1738105933712975
"2021 and 2022 sunset review and renewals - This document announces the renewal of substances listed on the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations. This document reflects the outcome of the 2021 and 2022 sunset review processes and addresses recommendations submitted to the Secretary of Agriculture (Secretary), through the USDA's Agricultural Marketing Service (AMS), by the National Organic Standards Board (NOSB).",National Organic Program: 2021 and 2022 Sunset Review and Substance Renewals,https://members.wto.org/crnattachments/2021/TBT/USA/21_5044_00_e.pdf,0102,2021,8,1,0.21870455523794072
"2021 and 2022 sunset review and renewals - This document announces the renewal of substances listed on the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations. This document reflects the outcome of the 2021 and 2022 sunset review processes and addresses recommendations submitted to the Secretary of Agriculture (Secretary), through the USDA's Agricultural Marketing Service (AMS), by the National Organic Standards Board (NOSB).",National Organic Program: 2021 and 2022 Sunset Review and Substance Renewals,https://members.wto.org/crnattachments/2021/TBT/USA/21_5044_00_e.pdf,0103,2021,8,1,0.15951368466889346
